GENE_ID,treat_1,treat_2,treat_3,control_1,control_2,control_3
CLIP2,10854,5877,5410,10032,9201,8461
EIF4H,25460,16542,16470,18524,12468,17315
LIMK1,11347,4849,3341,2352,4206,6141
SPATA6L,410,297,441,297,234,448
SLC1A1,5647,3344,3679,1255,2263,4092
LHX2,3669,920,1006,2625,1481,1961
FKTN,2862,2804,2888,2274,604,920
FSD1L,2382,1833,2969,1156,1057,1514
CNTNAP3,3558,2403,2574,1647,963,1955
SPIN1,17086,3211,18907,7430,7254,15420
NMRK1,891,1111,612,257,626,888
TMEM245,15802,9760,13634,8756,6648,10378
PRUNE2,15652,16089,11437,20402,23119,14371
MEGF9,11814,10147,9790,17648,8656,10071
TRIM14,2487,826,740,1588,1100,1041
CORO2A,718,462,610,91,154,563
TGFBR1,12254,3387,4305,4685,1483,2369
SEC61B,1786,985,1059,1517,1195,1209
C5,733,613,874,1218,682,619
OGN,805,162,887,489,154,142
ASPN,316,108,181,186,89,87
ECM2,1010,353,644,3146,256,270
TLE4,4589,4189,2808,5595,4679,4293
LHX6,2420,999,1077,206,649,1076
PTGR1,1981,1179,1359,1494,855,1776
SUSD1,2274,1419,1379,677,750,1711
AMBP,19,2,6,0,0,11
AKNA,4487,1117,1614,2989,2929,1899
TNFSF8,327,85,62,136,120,42
DNM1,83144,34382,34260,4530,12753,45056
ENG,7913,566,446,2854,3352,1103
AK1,1881,1538,1261,1708,968,1060
CDC37L1,2009,3175,3452,1695,1494,2696
RLN2,25,19,22,15,0,11
RLN1,16,5,10,14,5,0
PLGRKT,385,214,376,375,251,310
TBC1D13,5906,2252,2137,3088,3027,3688
RIC1,4055,3201,2234,3781,3155,2390
KDM4C,4548,3722,4277,3568,3785,2989
DOCK8,8979,2010,2926,4583,3715,2153
KANK1,7438,5351,5390,13007,8858,5006
ELAVL2,6530,5323,5939,388,1221,3989
NCS1,69182,39481,42410,5182,26873,50051
TESK1,3703,1212,1164,1914,1724,1813
KCNT1,9006,3849,3415,498,1414,4599
CA9,39,21,23,22,0,3
FUBP3,4207,2611,2560,4939,3252,2865
TYRP1,591,189,517,16,61,109
CREB3,3970,1812,1963,2720,2102,1979
RGP1,9894,5226,4749,6311,4416,6696
MPDZ,12446,9418,12398,13992,10289,9860
LHX3,201,0,54,7,0,13
DDX58,2038,1039,1349,1857,1200,810
EDF1,5867,1942,1810,3198,1814,1541
PIP5K1B,2508,1628,1750,836,593,1128
GLIS3,2420,859,847,5162,758,843
BAG1,2493,1456,1707,1997,1828,2001
RAPGEF1,18337,7333,6842,9531,10271,6550
NPDC1,11578,4228,3624,5511,4516,8468
APBA1,23336,11897,12379,5124,9888,14389
SETX,17900,13250,14026,14900,10473,12503
SH3GL2,18410,14421,17489,2781,3267,15133
PTGDS,49326,16083,17696,32681,32663,25646
ABCA2,54320,30246,26589,104785,100498,48035
SHB,3211,1077,796,1632,2622,1175
UBE2R2,6360,3203,3892,4710,3104,3134
ABHD17B,1976,2012,1735,3244,3462,1446
EXOSC3,1007,1063,1733,1079,994,1292
ZFAND5,17846,17815,20475,11535,11588,15681
DVL1,5087,4166,1888,2671,2734,2917
PDLIM1,2286,113,72,165,167,68
CCNJ,946,549,698,764,557,516
GATA3,27,0,23,21,0,0
ATRNL1,46116,45422,47117,2724,10838,37560
HPS1,4474,1415,1080,2935,2218,1788
PHYH,1286,834,856,1147,782,914
RASSF4,9008,2414,3732,7319,2909,2029
DNMBP,2236,788,601,2424,981,846
RAB11FIP2,6522,7936,7705,3529,2644,5669
CXCL12,4328,684,1154,1560,1814,1065
ERLIN1,2042,961,1344,1601,916,1040
EIF3A,14726,8546,9612,14154,8797,8691
PKD2L1,144,312,196,6,13,371
CUBN,938,364,341,1144,190,239
TRDMT1,944,618,847,1012,826,670
DDX50,2045,1839,2260,1553,1046,1460
MAPK8,6288,3183,6723,1641,2412,2562
SEC23IP,3794,2424,2804,2433,2209,2102
ATE1,5312,5052,5262,2768,4090,4152
NSMCE4A,1162,603,685,1334,1025,592
PLEKHA1,6715,6086,6097,4661,6489,5427
PALD1,8078,2082,2408,4643,6012,2800
UNC5B,8718,3398,2579,13294,10787,4454
CDH23,2227,579,764,4576,1002,860
VSIR,5905,1624,1641,6227,4083,2553
SPOCK2,43006,30115,32396,18635,18415,40559
MICU1,6169,2965,3217,3938,2693,2808
PPP3CB,18106,19995,22965,3228,4589,17050
CCSER2,8265,7684,7610,4457,3864,6091
BMPR1A,4107,3395,3944,5616,2227,2435
MINPP1,915,579,538,611,443,641
ACTA2,7417,491,1264,2189,2007,614
LIPA,7141,5074,4509,8431,6292,4536
TWNK,924,430,358,279,359,469
LZTS2,5122,3658,3141,8256,7882,4691
SFXN3,7404,3087,3265,3091,3177,3988
KAZALD1,211,130,110,122,111,179
FBXW4,4999,2121,2845,5705,5234,3387
FGF8,56,3,4,0,13,3
NPM3,615,309,267,258,162,390
TNKS2,11277,8223,10387,7590,5775,6536
GBF1,17139,5415,5538,8208,4819,7068
ARHGAP21,17933,16775,20856,24380,14105,18340
CPEB3,7580,7281,8280,1828,2452,7572
FBXL15,3086,978,975,890,1130,1670
CUEDC2,3356,1826,1694,2167,1767,2336
SUFU,3398,1065,1606,2366,1517,1550
ANKRD26,3547,3530,4443,2048,1328,2737
ACBD5,5306,5659,6284,8065,6059,5056
LHPP,2608,1439,1491,4454,2959,2330
LARP4B,7678,4420,5227,4348,3876,5125
GTPBP4,3057,1832,2237,1997,1755,1777
EDRF1,2284,1894,2087,1757,1427,1535
BCCIP,2285,1767,1933,2472,1238,1650
MTPAP,3251,2761,2567,2185,1795,2560
NEURL1,12876,6226,6275,654,4098,8744
SH3PXD2A,21989,12998,12943,20215,28062,16810
PITRM1,8089,3992,3691,3324,3388,4796
STN1,1028,473,382,651,357,341
MAP3K8,2084,224,215,539,458,239
DKK1,109,45,35,45,7,84
EBF3,117,77,66,16,47,70
GLRX3,3460,2005,2200,2150,2176,2013
SORCS1,6130,5343,4608,1697,1499,4872
TASOR2,7008,4186,4479,5872,3043,3559
XPNPEP1,3549,1839,2000,2603,1814,1774
SMC3,3732,2847,3375,4183,2219,2384
SHOC2,5808,3497,5069,2648,2508,5092
TFAM,2090,2625,2866,1640,1417,1922
CCDC6,11577,7366,9456,4982,3693,9217
CUL2,4350,2935,3536,2164,1519,2373
CCNY,10732,8332,7956,5058,5608,7669
UBE2S,2805,965,696,1176,1270,1030
RPL28,10741,1669,1463,7655,4293,2228
ZMIZ1,21726,6688,6823,13157,8659,10785
DNAJC12,1182,861,1302,538,514,717
PPIF,4743,2242,1490,4737,2312,2420
PBLD,919,543,791,884,694,475
TSPAN14,2711,2149,3078,5304,2838,2850
LGI1,2143,1568,1455,1924,907,1406
TBC1D12,4166,4754,4802,5396,7184,4407
CYP2C18,52,25,73,7,28,0
KRT23,5,7,0,27,33,0
CRYBA1,15,10,15,30,16,18
NUFIP2,16275,11344,13563,11708,8402,11285
GIT1,17070,8316,8176,6379,7437,10633
RPL19,23160,6404,6286,18873,11939,6342
FBXL20,9769,6463,7237,4218,4435,7338
RUNDC3A,20436,10666,8849,2204,5086,12097
UBTF,9073,4097,4249,6069,4302,4784
CSF3,138,13,19,6,14,18
PSMD3,8892,3512,3311,5089,3275,4397
CASC3,7120,5162,6117,12349,6947,6442
RAPGEFL1,10337,3872,3561,868,1607,5444
RGS9,780,500,400,1880,451,668
RNF43,2197,560,550,194,133,477
WNT3,536,346,309,298,245,375
ASPA,1185,2853,2497,6279,8346,2949
RAD51C,1167,1005,1102,697,471,916
SEPTIN4,7091,8564,6447,22851,20050,8993
MTMR4,13527,7536,8146,7261,6455,8183
TRIM37,12485,10979,10792,3521,3493,9167
P2RX1,74,7,26,22,45,21
DHX40,2632,2212,2242,3129,1296,1508
TUBD1,287,319,344,501,363,287
KPNB1,19566,11243,11884,14150,8580,10190
GOSR2,2324,1956,2674,1845,1402,1348
PNPO,4310,1426,1091,2313,2021,2939
RPS6KB1,3706,1448,2888,2625,1645,1707
CDK5RAP3,1267,2168,2100,2914,2564,1769
CBX1,6520,3914,4902,6037,3576,4395
RECQL5,1812,889,926,2139,1574,1421
PIGL,850,590,728,714,732,524
GALK1,566,157,166,749,427,199
INTS2,2353,2271,2529,2133,2112,2126
CAMTA2,14848,5174,4022,3162,4128,8008
MED13,17806,13109,14637,17609,11844,11532
ENO3,286,62,188,505,234,256
PFN1,15672,2170,2664,6817,4687,4014
RNF167,4162,1880,1351,2586,2042,2074
SLC25A11,5938,2804,3118,3974,2170,3571
RASD1,7034,1502,1350,4123,1143,2049
CHRNE,48,58,74,58,52,84
RAI1,8387,3768,2829,4382,3151,6590
NUP88,1994,1176,1534,1380,1084,1040
C1QBP,4610,1835,1710,2560,1311,2223
SLC6A4,88,38,73,42,76,37
BLMH,2006,1265,1485,1759,1384,1025
CPD,15497,9027,10529,10727,7844,7924
GOSR1,5693,3661,4012,4366,3282,4026
CCDC47,7892,4309,4459,4898,2976,4101
MED31,1007,1062,1087,625,357,677
DRG2,1961,1018,1215,1761,1588,1344
FTSJ3,2415,973,937,2823,1692,1025
AKAP10,4071,2137,2737,2092,1428,1819
ALDH3A1,53,24,20,70,0,59
SMARCD2,1704,624,493,1504,1071,588
ICAM2,725,174,338,522,437,224
SYNGR2,2871,1079,926,1698,3189,1634
B9D1,1044,490,545,600,596,617
UTP6,1984,1433,1439,1418,1078,1147
DDX5,27072,19495,18515,22563,15844,14568
C17orf75,1114,971,1004,742,524,933
CYTH1,6744,4781,4345,7062,8660,4857
PSMD11,6893,4068,4194,3835,3921,4150
LGALS3BP,4481,1208,857,9042,3478,1042
ASIC2,2534,1436,1415,530,827,1837
CCL2,3881,650,308,1520,395,68
CCL8,110,16,2,25,24,0
PEX12,670,544,808,1129,726,502
DHX58,1176,494,539,999,827,552
KAT2A,6483,3039,3757,6151,4015,3480
RAB5C,6726,2301,2207,5882,3159,3294
NAGLU,1208,355,244,1387,1303,436
HSD17B1,1054,20,725,984,974,903
MLX,1747,986,1050,1890,1061,746
CNTNAP1,32754,13012,12918,5097,5278,17705
ABI3,1166,147,197,414,563,175
EZH1,6829,4758,5372,5825,5220,5544
DLX4,27,0,0,9,0,28
PPP1R9B,29250,16111,14452,9839,13909,17591
COL1A1,41279,224,776,5129,2840,396
SGCA,295,34,34,37,86,27
PTGES3L-AARSD1,660,280,45,15,10,16
MRPL27,1632,796,814,1156,1212,781
VAT1,5597,1747,1973,6699,4055,1752
LRRC59,5466,2517,2281,2951,2302,2327
RND2,2978,2007,2450,6292,5214,1974
ALOX12,204,174,168,304,318,183
HDAC5,10168,8180,6908,7127,9017,8413
ABCC3,417,80,102,217,54,176
LUC7L3,6394,7613,9266,6051,6424,6631
MPP2,7712,4571,4367,4082,4699,6430
SMURF2,3500,2480,3348,4028,2749,2274
DUSP3,2863,8189,1220,850,5587,8665
CACNG1,18,6,22,32,14,27
EFTUD2,7151,2637,3183,3407,2254,2717
HLF,11670,13477,12931,2437,1499,13675
SLC16A6,658,595,511,290,449,367
PRKAR1A,18043,27316,30294,12052,15537,11935
EFNB3,10166,4546,5712,3799,2006,5564
FAM20A,2378,283,364,547,401,324
YWHAE,31848,21376,20538,24881,20497,17747
MMD,9492,12564,14327,1569,5181,9282
RANGRF,704,245,228,655,411,562
DPH1,2282,1115,1107,1483,1362,1351
MAP2K6,4119,4445,4574,3332,1788,645
DHRS7B,1490,711,648,1068,512,774
WSB1,9321,8705,10806,9265,13826,8119
RCVRN,151,18,84,42,59,124
SLC9A3R1,3988,1472,1198,3006,2719,1768
MYH3,181,123,123,393,275,269
NAT9,1184,825,884,1230,1030,1346
TMEM104,1913,374,179,1011,1297,909
VTN,220,104,126,142,161,179
TNFAIP1,8897,3086,3244,1541,2659,3590
IFT20,901,775,907,731,481,739
TMEM97,461,729,644,1101,192,458
CDR2L,1368,843,565,2454,2467,1250
PMP22,5184,4751,4216,11104,6590,4607
UNC119,1877,898,1058,521,896,1264
ALDOC,43154,16018,14932,26773,15255,21167
SUPT6H,12840,5134,5111,9850,5493,6737
RAB34,1331,435,598,1940,427,549
PHF12,4272,1507,1516,3750,2256,1841
TMEM33,5517,1270,8396,4901,3251,1109
GABRA4,13684,13092,18540,509,2071,13105
GNRHR,263,387,505,142,157,258
SLAIN2,2878,2143,2151,2541,2004,1508
OCIAD1,6526,7407,7276,3708,3053,5973
DCUN1D4,4472,6601,6933,2803,3580,4500
USP46,8140,8500,9064,6862,6077,8062
CHIC2,1061,464,581,779,527,705
NMU,85,77,52,0,0,66
CRACD,2969,1129,1251,2230,771,810
LAMTOR3,3320,4389,4298,1607,1293,3278
NFKB1,3093,1083,940,2674,1704,927
MANBA,2990,1561,1647,2464,2109,1336
UBE2D3,13446,12450,14324,8434,7553,10486
MAPK10,17883,16596,17076,5114,5571,14546
ELF2,2035,1604,1862,2523,3099,2024
NDUFC1,902,411,491,736,504,422
TBC1D9,14209,7528,10232,3084,3619,8910
ZNF330,1082,1198,1203,933,1128,1171
INPP4B,2313,1768,2351,717,1177,1627
GAB1,4624,5825,4939,10471,10077,5026
KLHL2,7982,7510,7662,2813,3360,6182
CPE,83284,64807,65700,64638,36322,60446
RPL34,7523,2531,2765,8032,4635,3039
WFS1,7638,2219,1361,3132,2408,1334
GRPEL1,1876,1092,1291,1591,1206,1191
GAR1,614,478,529,596,471,584
FRG1,723,333,343,582,307,338
CLCN3,12225,7506,9581,11094,9053,5907
AADAT,825,1163,609,630,747,779
GALNT7,1524,1221,1460,1947,1118,1350
DHX15,7195,6104,6925,6901,5741,5320
SOD3,1214,140,174,1810,411,312
SEPSECS,955,684,918,1060,911,645
CPZ,715,43,83,335,19,14
TRIM2,31310,37698,36369,32338,32545,34632
SLC2A9,445,80,123,195,165,161
FBXW7,17293,16084,13781,2616,2987,11471
NEIL3,17,11,0,11,12,22
TBC1D19,1109,1017,1216,857,920,934
CLNK,4,0,4,3,0,8
NSD2,5995,3946,4986,3881,3933,6510
SH3D19,2908,2323,2496,3008,4015,2196
STIM2,3078,2367,2586,3360,1737,2693
MFSD10,2072,982,890,1256,1135,1265
GLRB,5708,4025,5426,1344,1300,4158
BST1,228,98,110,287,158,55
RAPGEF2,27630,19839,21233,12404,10365,20296
HGFAC,109,32,40,56,38,79
SNX25,2338,1956,1930,998,1101,1593
LRP2BP,899,636,738,1000,602,668
UFSP2,1574,1151,903,1434,717,813
KLF3,5301,3652,4083,6069,4316,3362
KLHL5,5517,4025,4370,6318,4807,3458
FAM149A,2706,1038,1152,956,1359,1084
NCAPG,176,40,56,36,71,15
UGDH,1474,858,1274,1204,1060,1135
PPARGC1A,3109,2081,2757,3604,1128,2681
DDX25,2296,1736,1960,932,861,1854
CRYAB,5823,3566,2069,19632,10200,3686
HTATIP2,773,566,444,662,506,609
CTSC,9114,855,1612,1630,1577,1124
CCDC34,501,299,399,333,135,337
ZBTB16,2526,2087,1629,1564,1427,1855
ELP4,1730,1893,2824,2606,1487,2493
ZPR1,5953,2624,3908,3469,2674,3872
MTCH2,5565,3544,4021,3731,2516,3169
FNBP4,5416,3286,4055,4383,3870,2875
TECTA,2649,754,883,587,507,760
SC5D,3745,3189,3153,3395,1434,2413
CRTAM,30,18,24,7,0,34
JHY,460,267,222,359,72,253
B3GAT1,29198,10780,11286,14861,15246,19176
HSPA8,79273,38289,37131,35976,21168,28443
P2RX3,3,8,0,13,0,0
VWA5A,3051,1480,1403,4369,1369,1344
DNAJC4,816,296,243,811,432,405
SIAE,3474,2643,3158,2346,1687,1870
SNX15,831,909,276,807,895,586
LPXN,1000,422,488,893,608,400
DTX4,5002,1570,1616,1796,1912,1659
ATG2A,5674,1863,1814,4197,2962,2988
EHD1,3225,1045,1097,3096,1828,1337
OSBP,8387,5124,5386,6331,3818,4455
UNC93B1,2453,444,364,1716,1018,669
PUS3,344,253,207,364,170,206
DCPS,938,308,357,537,320,435
KMT5B,4392,3146,4687,4022,2623,4301
FOXRED1,2750,1903,1900,1481,1319,2064
PPP6R3,6321,3767,3989,6150,4010,3374
NRXN2,34688,12322,12573,20585,11116,17057
MS4A6A,1567,98,155,404,157,46
MS4A4A,994,36,90,141,152,40
ST3GAL4,1545,665,707,1419,1612,1093
CPT1A,6661,2312,2252,10749,3129,3018
CCND1,7498,1924,3076,7823,7398,2543
CCDC86,1531,557,461,883,760,558
PRPF19,10908,3582,3137,4644,2526,5878
TMEM109,2678,809,1013,2119,1523,1413
CCKBR,2320,1578,1645,81,244,1543
HPX,85,37,78,35,52,60
TRIM3,2708,1462,1796,1281,1075,1868
CHORDC1,3686,3709,3839,3716,3036,2658
FOLR1,39,0,6,20,0,8
ANAPC15,642,308,386,376,280,336
PANX1,4380,1706,2005,1102,1041,1842
ARHGEF17,19393,4927,5728,12690,6996,9057
CEP164,3275,1596,1882,2924,2568,2100
RNF141,6942,11834,11008,10064,10751,8069
CEP126,4836,3609,3769,1630,1764,3101
EIF4G2,30367,14351,16205,18669,10955,11304
IL10RA,1301,535,250,904,1240,671
GALNT18,5126,1383,2119,1648,1253,1999
BIRC2,2755,3701,2809,2048,2478,3372
UBE4A,7676,5978,5504,6838,4570,4933
DDX6,25309,18708,20681,16059,12738,16732
UPK2,18,11,6,36,12,31
CBL,12347,6334,1771,7674,5848,7389
NECTIN1,19374,8442,7361,8465,11112,11076
HIPK3,11559,6755,8235,11067,8679,6849
KIAA1549L,42722,23493,22323,1596,3266,24194
FBXO3,3982,4170,6021,2972,1885,3389
PDHX,3786,2122,2295,1635,3424,3516
SLC1A2,338906,327648,300308,267894,164303,242287
COMMD9,2515,958,1020,1351,1136,872
SLC15A3,1862,291,436,1389,1032,462
CD5,239,41,87,113,78,135
ACCS,970,391,548,1437,859,828
MDK,674,69,128,651,283,154
AMBRA1,6122,2750,2621,3673,3120,3514
MADD,29119,12986,13537,6705,8604,13647
PTPMT1,2632,1005,950,2256,1113,1016
NAA40,2657,1512,929,1814,1889,1895
CARS1,5891,2751,2621,3756,2901,2610
SLC22A18,440,208,131,147,245,397
CD81,27828,7200,7218,31985,15643,13630
SLC35F2,428,223,283,677,228,174
C11orf21,97,52,28,40,53,33
ELMOD1,8802,4479,5029,832,947,3823
SOX6,6356,2986,3308,7833,5147,3068
C11orf58,4520,4666,7160,4261,3315,4484
PITPNM1,7724,3461,2222,2207,3418,5095
RPS13,4865,3136,3562,3957,3517,3339
AIP,4006,1730,1873,3544,2565,2124
NUP98,6369,2548,3202,4941,3036,2729
NDUFS8,3214,1232,992,1805,1490,1862
TCIRG1,2403,358,508,804,983,498
CHKA,2679,1577,2204,2152,2246,2310
EXPH5,2008,1547,894,2282,482,826
HPS5,2524,1772,1627,2447,1609,1106
GTF2H1,3462,2039,2204,1909,1148,1872
POU2AF1,81,56,56,104,222,87
PTPN5,8548,3502,4194,946,1322,6322
VWF,15699,3950,4425,11206,9485,6452
PSMD9,1353,716,771,1111,780,983
P3H3,1203,595,605,395,304,1031
PPFIBP1,7120,6277,6649,3612,4545,4221
PRPF40B,2231,1350,1435,2067,2166,1847
CD69,260,24,91,67,12,8
PRDM4,3700,2678,2306,2321,1697,2366
CLEC2B,357,39,121,98,56,71
COQ5,1024,787,662,1051,479,697
SELPLG,1741,662,875,2498,2105,865
CORO1C,9192,6901,7952,9369,7702,4990
ASIC1,3476,2146,1590,2791,2953,2806
DAO,84,40,43,4,14,77
CAPRIN2,2441,2053,3230,1126,1341,1970
TSPAN11,1364,686,845,3929,1539,1176
KCTD10,6032,3722,2356,3244,3304,3579
SLC11A2,5983,3912,3491,4915,4474,2957
MLEC,16025,7498,6450,11585,8047,9725
MVK,1252,840,656,1906,968,835
CSRNP2,8649,4577,5140,3243,3237,4636
CAMKK2,24641,5549,4056,1106,4240,15684
BIN2,1456,199,452,857,1029,230
IL23A,53,10,3,26,54,16
ATP5F1B,23750,11136,11150,11898,7644,11775
PTGES3,5653,7409,8300,5320,5975,5294
SYT10,235,444,445,6,54,214
BCL7A,3889,2702,2142,1889,1658,2698
RSRC2,2365,2584,2716,2331,1645,2172
CYP27B1,91,33,32,43,12,37
LIN7A,2836,4217,3918,886,697,2468
KRT18,71,23,24,29,6,23
ACSS3,2977,2854,3592,4085,2405,2710
TNS2,6379,1343,1892,7083,5581,2373
GLI1,226,25,46,493,10,91
PPM1H,11757,7795,8341,5090,7087,7972
METAP2,3167,2731,3390,3305,1689,2319
LTA4H,3505,2241,2570,2679,1305,1854
ELK3,2493,1030,1442,2560,1731,1310
SLC6A12,1256,988,940,2008,1628,1088
WNT5B,509,92,90,124,96,268
MAGOHB,710,788,872,574,706,789
TRPV4,200,47,2,55,39,4
ITFG2,1423,628,683,1454,1183,804
FOXM1,320,32,49,126,123,98
PRR4,74,79,40,98,70,33
PRMT8,2730,1561,1717,96,269,1768
PARP11,1390,792,881,868,695,794
ARPC3,3986,1940,2328,2343,1700,1652
GPN3,905,816,596,621,703,758
VPS29,2902,2263,2713,1375,1491,2370
RAD51AP1,161,68,137,93,17,82
CUX2,12253,2798,5030,127,629,4029
SH2B3,6898,1988,1986,2878,3200,1852
AKAP3,186,205,237,409,249,95
MANSC1,1509,1218,1105,1084,657,871
KCNA1,8549,5424,4530,376,1294,4964
DUSP16,4875,3462,3623,6774,4607,3357
CREBL2,6186,5862,8446,4363,3309,6289
ACAD10,1818,743,793,2126,1008,972
ALDH2,16197,9053,9650,11060,12907,10032
CDKN1B,4816,5968,5971,7380,7772,6939
GPRC5D,22,20,27,36,20,14
NAA25,4260,3768,4323,2825,3869,3877
GSG1,109,124,91,80,56,65
SCNN1A,26,9,0,22,23,5
LTBR,1389,212,229,516,546,397
OGFOD2,602,372,359,609,355,458
CDK2AP1,3115,1612,1071,5913,2164,2289
OAS3,5376,1263,1112,4070,3223,1448
OAS2,1788,427,448,910,1138,386
ART4,142,58,37,89,24,80
MGP,3831,42,168,262,228,115
RASAL1,8808,3946,3603,2343,4312,5342
ARHGDIB,4375,388,773,1967,942,509
GTF2H3,1400,1509,1347,1087,1007,782
EIF2B1,3142,1780,2063,2548,1989,2142
DDX55,1454,996,905,902,780,774
SLC38A1,16769,16454,15202,9215,5851,12258
RERGL,290,227,662,306,176,317
ENDOU,179,194,204,210,106,134
SPRING1,8193,4958,5482,7946,4852,5044
VDR,135,7,20,26,21,12
FZD10,115,25,51,92,302,20
RFC5,1060,604,604,569,388,364
STX2,1558,1196,1405,1412,1438,1242
ADGRD1,600,124,166,249,301,431
COPZ1,5336,3408,1703,3407,2503,2796
TBC1D30,4684,2643,2849,541,768,2603
CAND1,18280,15449,17885,9582,7138,13319
RAB5B,3606,1763,1713,2369,1820,2191
MDM1,712,710,782,1020,436,696
NUP107,1574,1097,1372,1542,1185,1072
CNOT2,4490,3777,4633,3486,2840,3225
TIMELESS,980,195,265,561,527,303
CPSF6,8983,8092,10931,4770,3033,9865
KRR1,4197,3940,4495,2786,2066,3195
MRPL51,2171,1119,1043,1911,1143,1308
GAPDH,169018,42019,48388,82300,40646,52459
NOP2,1384,406,540,810,567,527
CHD4,19019,10087,9592,20019,13623,9658
ACRBP,93,14,20,74,62,65
UHRF1BP1L,10290,7257,8184,4148,3912,6949
COPS7A,3323,1509,2606,3471,2010,3490
ING4,1545,818,989,1142,773,1019
GNB3,423,208,260,213,136,158
CDCA3,254,163,142,121,91,53
CHPT1,2776,2529,2341,2721,1892,2686
USP5,12749,6913,6751,5632,5441,8483
TPI1,28642,19711,19634,9238,11113,17405
GNPTAB,16192,12865,13249,6644,4798,9667
SPSB2,555,139,195,768,286,430
ENO2,33670,17156,27969,7933,12468,47471
ATN1,22640,7687,6866,16828,10282,12187
C12orf57,2060,1028,1095,1211,1063,859
PTPN6,2500,459,379,664,787,215
LPCAT3,1889,545,475,1264,881,534
NT5DC3,7022,7017,5963,911,1944,5204
NANOG,22,7,0,36,11,0
SUDS3,6684,5864,6553,2939,2994,5307
GOLT1B,1645,2270,2989,1163,958,1752
GYS2,30,13,37,53,25,44
LDHB,34325,37951,36326,27559,18578,25341
PRKAB1,2505,1312,1518,1873,1404,1484
CMAS,5099,6133,6288,1657,2556,4627
HCFC2,2187,2800,2350,2702,2128,2699
ST8SIA1,3720,4156,3878,5182,1543,3513
CLEC4A,237,100,95,67,112,64
C2CD5,7122,6489,7707,2808,3085,5060
RAB35,5217,2564,2158,2939,1666,3297
PHC1,3397,1333,1891,4120,1643,1704
COX6A1,17894,8921,8438,7360,16586,10072
AL021546.6,26,12,7,17,0,7
RFX4,3393,1390,1511,9555,1484,1083
RIC8B,2794,2076,1582,2198,736,1004
SRSF9,4296,3924,3803,3684,1950,2697
FGFR1OP2,3652,2865,3186,1904,1887,2685
KLRB1,93,13,81,54,27,28
COL12A1,5202,2476,2579,16519,1032,2860
BTN3A3,797,513,862,867,840,425
TDP2,2770,2277,2774,2100,1713,2319
FRK,470,753,823,504,924,739
DSE,4496,1140,1268,2421,1509,960
RWDD1,3409,2330,2839,2330,1994,1957
RSPH4A,197,167,196,351,81,74
MAK,300,130,175,279,210,198
TMEM14C,1386,1513,1824,2178,1433,1716
PAK1IP1,861,552,763,646,311,492
GCNT2,811,211,457,498,317,393
SMIM8,1148,1263,1543,869,696,532
NEDD9,2414,620,759,1421,726,793
CEP85L,3183,3920,4322,4327,2907,3379
ADTRP,423,595,388,49,150,394
ASF1A,1104,1551,1666,1600,960,1375
MCM9,1463,754,720,1661,698,950
FAM184A,2849,1850,2541,2326,1234,1745
RNGTT,2441,2199,2633,1407,1583,2057
MAN1A1,5032,2651,5656,1161,1289,3690
GABRR2,60,19,14,13,43,21
SERINC1,55037,58748,69319,31074,27395,48917
HDDC2,3089,2138,1941,2715,2697,2368
TPD52L1,2638,1121,975,1552,658,1111
HINT3,4681,5827,6504,3613,4369,5567
NCOA7,10837,8478,8674,3523,5683,7403
RIPOR2,5549,3418,4406,836,1755,4095
SASH1,11271,8387,8715,23185,12466,11221
UST,2820,3679,1733,2894,1481,1886
ULBP1,44,69,61,3,8,103
FBXO5,368,145,160,286,148,222
MTRF1L,2287,1949,2368,1953,1510,1609
PPARD,5672,1928,1411,3015,2761,2036
OPRM1,216,186,192,6,99,305
FANCE,343,70,73,272,311,223
TULP1,19,18,8,12,0,0
SLC26A8,471,239,429,53,67,263
MAPK14,1839,1423,3831,2340,1272,1765
KCTD20,7859,2270,4959,6246,1903,1453
STK38,2052,838,1119,1669,1182,924
SRSF3,5779,4415,6316,6122,3363,4249
SOD2,12592,2961,2224,7201,9327,5650
MRPL18,2339,1320,1330,1600,1124,1459
MCM3,1931,615,965,1769,1075,904
RNF8,1661,1311,1673,841,748,1452
PHACTR1,35453,18753,19416,5461,7521,20558
MDGA1,5115,1396,2723,3951,1514,2414
CILK1,3260,1305,2828,2443,3891,2470
FBXO9,5756,4177,3882,2745,2031,4000
CD83,3387,1868,1234,1292,1382,1013
MDN1,19594,11275,13033,15685,12952,13334
GLP1R,78,18,123,14,41,58
SAYSD1,739,409,550,867,590,582
BMP5,279,42,159,31,0,12
BACH2,1726,1285,1187,1458,1622,1366
RBM24,775,494,489,113,95,558
CAP2,10421,7666,8080,1293,1614,6725
TREML2,48,0,6,17,12,0
ZNF451,9298,7990,9119,6468,5949,6019
BAG2,570,748,828,377,487,638
RAB23,2110,2295,3236,2059,1472,2216
TSPO2,27,10,33,51,52,32
FHL5,529,196,314,256,222,115
GPR63,1435,1677,1271,215,261,1639
KHDRBS2,1811,1823,1267,99,337,1354
FBXL4,3070,2550,2895,3237,2054,2587
CCNC,1388,1600,1774,1000,1193,1316
E2F3,1126,1930,2085,485,532,1803
PTP4A1,5861,8110,7850,6265,5869,5249
ASCC3,6435,4291,4466,8144,2974,3393
HDGFL1,56,109,25,1,1,44
BVES,586,517,392,728,815,491
COL9A1,900,890,725,1337,1314,814
MED23,3913,2641,2703,3129,2172,2671
