GENE_ID,treat_1,treat_2,control_1,control_2
FBRSL1,5820,2326,2538,4532
ENPP5,2585,2482,538,471
LY86,815,89,579,244
PRSS16,76,113,0,11
MEP1A,50,6,11,26
TBX18,1673,245,593,837
ERBIN,11213,10450,45082,21530
PCDHB2,255,233,155,236
HARS2,1691,1398,1237,930
NUDT12,1365,2416,1656,1261
CEP72,699,378,440,656
MAN2A1,9610,13741,22529,22640
SEMA5A,16730,8326,44168,17553
C7,6304,148,997,402
TENT4A,3411,1828,1598,1659
GHR,580,350,458,139
HMGCS1,12144,9938,5714,7060
DAP,4331,1548,3111,1703
NME5,776,957,302,178
BRD8,4450,2218,3701,2160
KIF20A,238,34,61,20
NNT,12368,8293,6465,5006
MRPS30,6061,5317,4120,2710
HSPA9,18924,12668,14696,8664
MRPS27,4119,2739,2249,1148
PFDN1,2421,1109,1576,868
HBEGF,3134,862,1200,1620
SLC4A9,73,78,134,198
LOX,618,297,376,128
GZMK,40,0,79,0
CDH9,2761,2176,112,413
APBB3,2536,1305,1104,1045
TMCO6,559,349,682,542
SPARC,27816,11165,112736,21920
IK,4026,1442,3770,1317
HMGCR,11715,10023,7218,3058
CERT1,5635,6702,3387,4145
FAF2,5820,2636,3722,1813
PCDHB3,626,412,280,126
PCDHB5,1143,468,733,445
PCDHB6,753,682,595,191
PCDHB7,745,343,2459,218
PDE8B,8424,3007,2184,2577
CLK4,2173,2258,2145,1598
PCDHB15,1582,852,1308,890
HAVCR1,73,34,28,41
GRM6,276,133,156,169
ITK,159,52,80,27
RNF130,18910,9419,7636,8494
THG1L,392,303,274,225
ARSB,4075,1896,2016,1861
CLINT1,3085,1813,2169,1630
THBS4,3579,1302,10788,1734
CNOT6,3168,2425,3468,1101
TTC1,2819,2501,2918,1997
MSH3,3452,2627,1636,2097
RASGRF2,20463,9435,4451,6390
GABRG2,10803,5980,290,1079
CCNG1,1191,553,1057,673
POLR3G,161,690,126,301
DROSHA,6179,3666,3937,2403
CDH6,5225,3157,1736,2450
LMNB1,1168,369,197,272
ARRDC3,4282,4561,4037,3031
GOLPH3,5932,3431,4543,3334
SUB1,10064,15042,4386,4300
NPR3,529,260,45,101
FAM172A,3231,2916,2645,1764
SLC27A6,161,29,15,78
TARS1,4552,2109,3323,1757
LNPEP,17031,17987,11200,9822
PDE4D,8593,6540,2546,2086
RAD1,1682,1088,784,920
BRIX1,855,744,562,392
PRLR,319,411,245,116
SLC12A7,7442,1223,3737,2970
RAD50,5003,580,3095,2933
IL5,20,9,30,17
ST8SIA4,2578,1372,902,917
GNPDA1,2953,1401,1847,1202
PCDH12,2813,450,1292,1076
SKP1,12399,8603,8440,6969
NUP155,4614,2993,2881,1829
PPP2CA,15270,15686,6474,5289
FGF1,10574,7973,31713,16022
NR3C1,7364,6854,6447,5585
C5orf15,1524,1599,1165,1227
PPWD1,1308,1578,1020,1213
LIFR,11029,18605,25713,14914
TRIM23,6561,7411,2576,3054
TRAPPC13,2153,2589,1401,1175
SEC24A,3208,1855,2246,1452
TXNDC15,3687,2533,2458,2392
TTC33,1598,2162,669,648
RARS1,2555,2029,1612,1388
WWC1,6663,3252,6007,1885
MACROH2A1,10606,4705,7206,4924
TCERG1,5697,3460,2435,2620
DPYSL3,28568,15142,44830,15865
SMAD5,1444,2435,4525,3019
CSNK1A1,8420,4812,6097,4240
HMGXB3,8074,2953,5305,3458
ERGIC1,10146,3183,7262,3371
PDGFRB,7806,2125,8694,6274
ATP6V0E1,3750,1170,3184,1270
BNIP1,518,418,481,236
STC2,618,58,11,54
CPEB4,12351,8027,7126,7043
HRH2,6120,1675,616,529
DBN1,8014,2796,2227,2130
ZNF346,1656,651,1158,490
UNC5A,11034,3550,361,1086
EHHADH,849,641,1021,320
CNTN3,4699,3760,170,727
SMC4,1144,672,1205,1003
SELENOK,1246,1277,2247,1186
ACTR8,2881,2381,1838,1585
TBCCD1,997,427,1023,477
TIMMDC1,1759,1554,1199,1268
CRBN,4287,4485,3419,2108
KNG1,51,24,6,15
BCL6,5370,1207,5012,1735
HGD,29,1,28,8
CLDN16,51,60,6,6
ARL6,1302,2343,542,622
NPHP3,1212,713,1243,1047
CD86,1095,238,291,298
AMOTL2,4971,3437,9062,9517
NIT2,3276,2067,1814,1279
FAM162A,3298,2756,2335,1374
OGG1,2967,878,2481,1732
KPNA1,12517,7838,7986,5210
PCCB,6235,3781,5903,3806
UBE3A,12744,12825,6896,6046
ARMC8,4913,3652,3406,2381
CEP70,1574,1493,1626,1040
RBP2,94,47,73,40
RBP1,1951,474,1810,645
SLC25A36,5629,8801,4039,4506
GRK7,8,4,17,12
RNF7,1797,1297,1112,1034
TFDP2,4435,2709,4564,2033
XRN1,5935,5782,5030,4726
KAT2B,6707,4769,16950,5711
BCHE,840,859,1489,1129
SERPINI2,94,77,201,58
PDCD10,1512,1610,1707,671
WNT5A,2005,441,623,811
PFKFB4,1249,397,1082,782
COL7A1,2354,661,1371,1195
FGF12,12100,15625,1559,3428
PRKAR2A,4905,2927,3051,2808
HES1,1234,354,851,580
USP4,6174,3179,5211,2927
ACAP2,4862,5943,6954,4694
ECT2,1201,1008,493,302
GNAT1,42,7,68,0
GNAI2,20289,7741,22826,11637
TFG,3917,2097,2645,2333
USP9Y,0,0,4074,3674
HYAL1,236,133,343,386
TUSC2,3996,2513,1985,1392
NPRL2,1055,446,730,575
RPL24,8758,3454,7460,5286
CYB561D2,458,235,358,369
C3orf14,2516,2197,879,771
FXR1,6555,6674,6300,5675
CBLB,1755,1354,1595,1446
BBX,5646,5333,4615,7062
IFT57,2416,1506,1046,653
GNB4,10718,8577,6543,6838
HHLA2,45,15,27,41
IQCG,1213,840,1715,747
GBE1,1820,1200,1370,1075
MORC1,55,60,104,36
UMPS,1664,1161,1679,1446
NCBP2,3298,3024,3291,973
SNX4,2373,2532,1733,1446
C3orf52,160,157,34,34
FRMD4B,3415,3204,6044,6843
SLC41A3,4220,1458,1962,1473
ROPN1B,232,126,245,165
PLXNA1,24428,9342,5039,4513
ATP6V1A,25676,19404,6231,7341
ABTB1,3565,2251,2035,1908
PODXL2,10666,5182,3750,4694
UPK1B,20,10,9,17
CSPG5,12417,11928,10662,12692
KLHL18,4290,1910,1836,1305
SCAP,10185,4732,7940,6276
EFCC1,292,65,184,191
CFAP92,504,293,162,116
NEK11,789,613,1446,297
MRPL3,2717,4700,1791,1790
PLSCR4,2681,1726,6594,1511
HEMK1,1193,700,2089,499
CISH,443,35,131,148
MAPKAPK3,3051,651,2728,1053
ACVR2B,4360,3474,4387,3561
WDR48,6486,5290,6587,3167
COMMD2,1984,2341,2067,1674
GORASP1,2762,839,2602,2800
PEX5L,19441,21475,8535,11125
RRP9,1003,361,712,398
ABCC5,10870,6702,4262,5010
ABHD14B,498,241,538,491
EIF1B,3209,2410,2250,1339
ABHD14A-ACY1,446,123,445,250
ARHGEF26,2937,2201,9461,2036
KLHL24,8363,12046,11124,10815
PLCH1,3522,2177,1450,972
VIPR1,2714,1218,209,375
DNAH1,4045,2027,3460,3950
SSR3,7204,5091,6977,4367
ZBTB47,8383,6052,12332,11150
NKTR,8360,5244,7642,7054
CLCN2,779,476,1507,910
FOXP1,8121,2993,2765,2076
EIF4G1,25060,8432,13721,8865
SPCS1,2309,805,1945,943
NEK4,3145,2850,2756,1727
SLC4A3,13527,6009,2299,4131
INO80D,6767,4761,5968,4842
EEF1B2,5938,2310,4673,2429
ADAM23,11170,7513,2964,2365
DGUOK,1795,860,873,777
MOB1A,5571,3239,4632,3379
KANSL3,5487,3260,4706,3423
LMAN2L,679,308,747,617
RTKN,2810,2603,6370,6474
TTL,12313,8803,5921,7087
IL1A,219,132,111,143
PIKFYVE,11476,9830,9536,7299
KCNIP3,2371,3570,1122,985
FAHD2A,2323,1145,2012,1252
NCL,15080,9098,15714,9664
ACTR1B,8264,5535,3707,3416
SLC35F5,3352,3085,3047,2762
ZAP70,86,64,225,115
ACTR3,10024,8316,6520,5411
STEAP3,1200,134,1011,183
EPB41L5,3905,2939,4811,2220
TFCP2L1,348,133,2850,410
SF3B6,1632,937,1606,809
TP53I3,553,287,661,399
DNAJC27,2229,2091,1265,794
POMC,130,19,251,26
STAM2,3085,3139,3247,2116
OTOF,2527,341,211,246
GPD2,7911,7003,5364,3257
CENPA,46,11,6,7
CYTIP,422,32,186,179
ACVR1,3511,1341,1993,1577
TANC1,5567,3366,10269,6929
SLC30A3,9483,4378,85,1383
MPV17,2585,1156,2145,1672
GTF3C2,2818,1286,2653,1974
EIF2B4,1996,756,1707,1026
NRBP1,6915,3296,4393,2841
FNDC4,4018,2059,1713,1745
ITGA4,834,179,258,236
PSMD14,5252,5387,3127,2854
SNX17,7173,3473,4213,3588
ASB3,2756,1872,2666,1385
PPM1G,6161,1845,4212,2363
PDE1A,6865,9511,1353,3485
REEP6,599,348,459,216
PCSK4,341,132,350,108
APC2,44927,22097,66245,28347
IFIH1,1257,522,1572,1052
RPS15,4178,1138,3957,1644
GCA,1443,2066,1199,1836
INO80B,165,725,929,515
MOGS,1866,570,2176,900
TTC31,652,254,710,552
NDUFS7,5476,1796,5168,4607
PCGF1,571,338,524,314
GRB14,182,162,135,57
CLIP4,2776,2577,3167,2439
TLX2,32,6,0,0
SPTBN1,207180,107046,179524,106923
AUP1,4503,1567,3234,2308
RTN4,61272,64414,35197,40764
HTRA2,1663,1205,1282,987
LOXL3,1230,397,1640,894
DOK1,1006,447,963,811
GALNT3,196,69,298,72
POLE4,565,361,423,463
TACR1,642,266,204,283
CCDC88A,19698,18661,22503,20358
ACADL,230,238,602,123
EVA1A,53,0,77,2
MRPL19,3382,3419,3640,3044
LANCL1,18817,21970,21676,17410
WDR75,2586,2098,1876,1221
EFEMP1,2512,1545,23376,547
FANCL,1310,1402,1611,1236
FN1,65062,7404,26702,17562
STAT1,11299,5395,6372,5417
GLS,22123,21162,2599,7599
PAPOLG,2521,1908,1743,1206
DNAH6,1790,2015,874,421
PECR,730,394,557,345
UNC50,2242,1959,1889,1491
IGFBP2,2066,279,2655,440
ELMOD3,1740,649,1599,1075
IGFBP5,23311,11294,13578,16595
USP34,23676,20581,18194,15817
EFHD1,4280,2659,12497,11055
KCNJ13,236,26,182,254
CCT4,7316,4831,4709,3072
GGCX,3856,2001,4075,2626
EHBP1,7707,5566,3853,3014
OTX1,388,56,1056,84
TXNDC9,991,973,715,475
COQ10B,2144,2285,1101,1087
GNLY,42,0,29,60
SF3B1,23760,18092,20541,13931
ST3GAL5,3175,2576,1832,2340
CHST10,4654,2432,4132,1527
PDCL3,844,516,687,470
MOB4,3226,4789,1743,688
HSPE1,1189,1092,1519,1056
KDM3A,5017,3355,5600,2885
PLCD4,878,290,800,273
CHMP3,7565,7130,4094,2887
ZNF142,4573,1482,3147,2058
IL1R2,125,8,12,0
PRKAG3,9,6,37,30
SMYD1,168,368,13,18
IL1R1,993,288,815,252
WNT6,237,49,36,24
IL1RL2,149,142,9,23
IL1RL1,32,4,2,0
IL18R1,85,30,29,5
IL18RAP,52,0,33,8
SLC9A2,624,357,147,232
FHL2,2570,899,442,646
MLPH,248,20,31,21
CNPPD1,2805,1901,3996,2545
UXS1,2586,863,1317,1009
ABCB6,1891,1036,1500,526
STK16,1411,875,999,767
SLC5A7,11,100,6,20
HDLBP,25686,10479,17028,11521
PPP1R7,3221,2851,1454,1255
PASK,1596,1031,662,758
STK25,6369,3376,3861,3475
TPO,57,17,4,0
PROC,50,27,35,33
ID2,2881,2388,4136,2303
TAF1B,1082,1172,991,477
HPCAL1,10237,2769,1690,2594
ODC1,3308,2358,2222,1844
BIRC6,33157,23139,23348,19970
NOL10,2278,1421,1531,1298
PLEKHB2,26615,7562,5152,5379
GORASP2,4054,1012,2141,1862
STRN,8416,8117,9621,9186
CEBPZ,2833,2224,2431,1556
PRKD3,3526,1700,4323,2083
DCAF17,2042,2178,1940,1822
QPCT,529,405,264,412
RAB3GAP1,9144,6225,5706,3705
SLC25A12,6602,3635,2072,1565
RMDN2,683,579,519,287
DLX2,265,54,41,57
LCT,26,23,50,13
DARS1,3363,2023,3157,1565
SRSF7,3186,2754,1922,2247
SDC1,524,86,65,65
PLCL1,6651,6237,6917,7335
SLC1A4,12166,5848,4424,3608
SOS1,6712,5324,5758,4614
KYNU,343,45,96,7
WIPF1,4251,1793,4553,4940
ORC2,2300,2020,1795,1669
COX7A2L,4285,2968,1906,1499
PNO1,674,535,561,192
ORC4,5041,2658,2633,1111
PLEK,4706,531,1078,1011
RND3,2129,721,521,465
ATF2,7433,6521,3673,2882
THADA,3332,2194,2971,2409
AAK1,30014,23121,7307,9644
TRAK2,13132,11744,17442,18102
C2orf42,1084,588,862,533
TIA1,3393,3633,3193,3361
PCYOX1,9088,7425,5578,3628
KISS1R,55,30,0,0
EPAS1,14333,6493,12256,16193
ARID3A,1794,450,547,1025
SUMO1,2712,3324,1777,1866
CD207,3,0,3,0
GRIN3B,78,40,103,99
VAX2,103,22,50,97
ATP6V1B1,44,20,22,11
NFE2L2,5258,2991,5977,1452
MSH6,2474,2620,3139,1749
PLEKHA3,5300,5250,3583,3259
SPR,641,206,482,247
EPHA4,23385,12593,679,1936
PARD3B,2019,580,4896,1549
FARSB,4390,3314,1646,1452
ALMS1,9426,5118,9185,5940
BCL9,4649,1612,3501,1803
PRRX1,4565,929,5325,1431
DHCR24,12340,8014,9014,5825
DNAJC16,5880,1685,3057,1711
MARK1,4536,3411,1676,1920
TNR,63135,31061,32168,39348
MORN1,979,566,725,354
GPX7,471,118,449,203
CACYBP,3651,3212,2048,1755
SCP2,3670,3685,3963,2936
TPSG1,8,7,4,0
PAPPA2,510,534,856,405
RALGPS2,1399,1279,510,523
ANGPTL1,328,309,171,184
CEP104,4050,2539,4214,3854
FAM20B,12211,9801,4438,4543
TCEANC2,1283,751,2034,1360
TMEM59,9625,10615,6923,6885
LRRC42,786,402,567,407
WRAP73,1220,604,1435,1018
MRPL37,2858,1206,1418,1049
ICMT,4831,2140,2591,1768
RPL22,7074,3449,5987,2786
CHD5,39050,20903,1659,8144
QSOX1,7403,2678,3340,3206
STXBP3,3559,5261,4697,4609
PHF13,2375,1442,1822,1087
ERRFI1,2196,1569,1760,1186
PARK7,7434,5463,4557,4194
ELAPOR1,3944,1150,370,375
OPRD1,3947,1967,190,178
AMPD2,8717,2836,3038,2704
SRSF4,4281,2205,3220,3072
MECR,1273,789,761,680
KCNC4,4129,2144,3066,1715
EDEM3,5831,5784,2724,2411
WDR77,2884,1507,1674,1268
ATP5PB,5892,3864,4075,2563
RAP1A,4302,4773,4720,3878
HDAC1,2106,1099,2888,1836
CAPZA1,5904,5325,3990,2354
S100PBP,1996,1091,2271,1219
RNF19B,3952,1518,2546,1385
SCAMP3,2223,709,1695,960
TRIM62,1832,677,1949,2074
ASH1L,35124,21173,27359,15706
DLGAP3,20065,7682,565,4316
SFPQ,16805,14238,14345,11324
RHOU,5692,6962,15670,13524
GON4L,5980,3007,4715,3101
ARHGEF2,14095,7411,8449,10270
LAMTOR2,1711,369,827,517
MEF2D,18208,8855,3271,2555
DOCK7,8019,6715,13046,3712
SRM,2913,1054,1267,977
FBXO2,7444,6781,5152,5065
FBXO6,648,246,419,151
C1orf21,22264,18266,11907,13230
SWT1,825,715,1000,1022
MAD2L2,1656,378,1183,790
DNAJC6,38230,28765,14051,16744
LEPR,2204,1074,1240,1032
IVNS1ABP,6239,7035,8805,6199
KIAA2013,4166,1448,2983,2433
MFN2,21466,11670,13329,11095
PRG4,295,40,47,82
MIIP,1391,470,917,802
SMG7,7093,2856,5795,2582
NCF2,1552,133,566,420
PDC,124,104,42,53
SLC35D1,2194,1558,2320,2025
PLA2G4A,1423,456,529,377
GADD45A,1867,625,1635,512
WLS,8060,3758,9203,3160
PRDM2,10280,7163,1986,3591
RGS2,2584,974,710,323
RPE65,450,187,1147,113
RO60,5441,9382,8026,8178
UCHL5,3380,4645,1660,1741
BCAS2,2378,2571,1347,1005
SRSF11,6001,5276,5635,4169
CTH,441,189,494,101
AGMAT,465,214,89,155
OLFML3,4138,659,2333,1994
TNNI3K,185,300,151,90
PLEKHM2,12516,5523,6173,7642
CRYZ,881,630,905,625
PHTF1,3266,2419,1111,1087
ZBTB17,2000,1043,2131,1811
CD58,401,151,413,198
TFAP2E,412,197,319,373
CD2,58,0,83,0
TTF2,1713,587,1656,1003
NR5A2,33,0,25,20
KIF21B,35834,18757,8529,12431
TMEM9,5054,4109,3132,2500
ADPRS,1441,727,1274,942
MAP7D1,22404,10595,14510,14477
WARS2,807,448,807,366
HAO2,28,11,0,0
OSCP1,987,486,393,243
MRPS15,1623,717,728,711
EXOC8,3362,2751,1986,1856
GNPAT,2366,1846,2037,1608
TSNAX,2993,3979,1760,1805
C1orf109,795,686,722,396
RRAGC,3463,1784,1977,1041
NID1,6167,692,2188,1880
LGALS8,5172,3530,2642,1824
NT5C1A,644,278,263,210
HPCAL4,45227,19648,2943,10135
MTR,9917,6397,8167,6694
BMP8B,845,477,1026,1308
MYCL,366,140,178,229
SIPA1L2,18444,9279,11634,6431
RLF,6461,5053,4089,2880
KMO,217,221,58,24
ZNF684,125,72,265,116
KCNQ4,626,264,448,130
RIMS3,29039,17906,2501,4644
AKT3,25428,31192,11405,14405
ETV3,4582,2742,4784,3112
ACADM,2172,1761,2138,990
ST6GALNAC5,2535,2110,2265,223
SLAMF1,52,2,17,0
CD48,208,12,133,92
ADGRL2,7176,6552,1085,1484
PADI2,24509,9277,33548,24559
SDHB,3486,1430,2279,1207
MFAP2,74,0,109,22
RPF1,871,496,713,301
KDM5B,8425,3837,3900,2426
UAP1,2550,2194,1088,1092
CTBS,843,668,978,721
RGS4,17672,21175,765,558
KLHL12,5788,3977,3154,2177
IGSF21,6054,1982,1692,1214
SSX2IP,8786,11156,1359,1256
ZNHIT6,2600,2178,3253,2196
PLA2G2D,3,10,7,0
RBBP5,3103,2622,1434,1152
GBP3,1130,250,1758,588
GBP1,3823,319,2517,966
KIF17,1166,1083,197,271
GPR89A,1134,814,964,568
CDK18,4867,2126,5279,10062
RAB29,2481,925,2564,1381
CD160,239,40,173,47
ECE1,9430,2609,8968,4023
HMGCL,959,588,862,979
GALE,1287,434,514,605
ID3,3333,816,8636,2273
CR2,7,21,11,0
CD46,4089,4640,4393,5063
PRPF3,2821,1956,2894,2085
APH1A,3017,1504,3742,2174
P3H1,1515,426,1097,686
SLC2A1,4551,3405,6269,5684
EBNA1BP2,2311,2810,1491,1664
CDC20,264,82,340,310
MPL,48,51,87,63
ARTN,59,12,52,30
IPO13,10764,6400,12822,9992
ATP6V0B,6338,2827,2417,2221
B4GALT2,7019,4641,3230,4219
ERI3,7760,4849,5000,3727
PTCH2,995,291,806,215
AKR1A1,3718,1262,2330,1341
PRDX1,14525,11074,19339,12655
PIK3R3,4897,3630,2798,3312
TSPAN1,75,48,66,59
BLZF1,1801,1873,1483,905
CCDC181,396,382,299,184
SLC19A2,1044,515,493,280
FAAH,2792,1919,2527,3231
NSUN4,2203,634,1450,1126
TMED5,3659,3033,4092,3041
MROH9,36,27,35,13
DR1,6671,6308,3722,4283
CNN3,15479,5549,24459,6035
PRRC2C,26960,9473,16980,9624
F3,19372,5793,14178,4364
ABCD3,4810,4704,5809,3307
VAMP4,3095,3180,1758,2091
DPH5,704,525,634,505
PTBP2,5206,7320,3890,4740
TNFSF4,291,242,302,117
PRDX6,6604,4550,11735,2915
DARS2,1738,662,1665,629
HSD11B1,156,122,65,23
IRF6,180,26,47,71
UTP25,3448,2291,2026,1453
PLPPR5,2642,2604,270,831
PLPPR4,27378,17171,5635,4235
SERPINC1,24,15,35,41
RCAN3,1113,823,1109,794
SYF2,866,471,1027,431
RSRP1,1996,1609,2079,1445
SLC35A3,1555,1551,1492,939
RCOR3,3878,3714,3362,3113
STMN1,27571,17088,8852,12592
MTFR1L,3377,1894,2894,2131
MAN1C1,8348,1888,6039,1868
NEK2,105,101,5,7
RPS6KA1,2425,553,1936,1711
DHDDS,3755,2139,2557,1848
NENF,3356,1499,3235,3674
NSL1,1738,1339,1629,1498
PROX1,1631,2738,1778,4551
ARID1A,16254,5862,11716,7650
CENPF,1168,469,153,641
RPA2,2616,1030,2166,879
PPP1R8,2057,1888,2246,1846
STX12,8995,6820,5513,4128
MTARC2,1504,756,1176,326
SLC5A9,419,244,307,284
OSBPL9,3427,2194,3560,2717
TXNDC12,3257,1680,2576,1425
ESYT2,11829,6589,6112,6018
POLR1G,649,299,428,285
MESD,3230,1415,3413,2146
RCN2,4814,5283,2719,2697
CHRNB4,145,10,25,0
MUC5B,530,168,160,378
CTSD,25748,6755,15374,9552
COLEC11,159,51,56,23
STAG1,3539,3236,4536,3056
A4GNT,16,0,14,0
STK11,3703,1683,2603,2517
KMT2A,20363,9365,17869,11288
TREH,443,461,1045,1685
IFT46,2180,1591,1369,1280
APOA1,16,8,33,30
ZNF541,95,79,33,16
SLC8A2,25520,11028,958,3447
KPTN,856,381,461,359
RPS25,5538,2927,4884,3027
KIF14,200,26,50,71
TNNT2,311,51,7,0
DDX59,863,484,959,484
CAMSAP2,24329,17298,12605,8890
ATF6,9045,4880,6288,3744
CRYGD,33,23,4,33
MREG,405,268,295,110
TNP1,19,6,6,16
FASTKD2,3210,2851,1987,1127
NRP2,5291,1421,4708,2457
CREB1,2344,1420,1392,1744
KLF7,6342,5440,4754,3491
TTR,4,0,0,0
B4GALT6,3267,3815,614,1011
C1orf54,723,345,767,359
CA14,559,563,1070,1704
CFAP94,247,322,208,193
IRAG2,1088,684,495,476
ATP10B,1735,1452,3079,3694
SPCS2,2666,2495,2979,2214
USP35,2417,1074,1188,1176
ELOVL4,2568,3263,372,983
FILIP1,1620,2290,798,543
CASP8AP2,2566,2396,2544,1644
HMGN3,1326,2597,1313,2039
UBE3D,657,727,506,600
CNR1,18523,7509,1272,3799
ANKRD13C,4489,3418,2563,2445
SGIP1,11335,8963,3616,3295
PHF3,11438,9290,11797,8253
ZC2HC1B,4,0,0,0
ADGB,9,1,48,5
PLAGL1,2107,654,440,481
FBXO30,3608,4308,5989,3093
TNFAIP3,1351,318,854,798
AKAP7,1571,1219,1288,499
RAB32,618,118,405,335
MYB,95,29,5,39
ALDH8A1,282,147,96,279
SGK1,8812,2636,5277,4179
RNF146,4587,4280,4487,2537
ARG1,45,35,28,26
CCN2,6184,1735,2302,3243
PMFBP1,105,62,103,99
FBXL5,10169,8304,8478,6420
MED28,9732,8342,9650,7887
SLC16A7,2001,3458,391,934
RXYLT1,839,487,776,556
ZNF430,1114,1197,1248,1156
VAMP8,1597,157,476,458
DCLRE1B,803,377,707,439
MYL12B,11550,7158,5662,3261
FOXO3,8570,6679,6205,5971
ARMC2,1226,976,678,658
RPN2,11239,2236,7676,3137
TGIF2,351,175,758,107
CASQ2,242,70,155,192
OLFM3,3856,4559,112,267
PKD2,3273,2270,4499,2946
ABCG2,4197,3377,5432,4637
SPP1,142115,2856,14534,7005
STBD1,534,450,628,326
CCNI,24002,17412,15342,13832
RARRES1,607,184,123,87
MFSD1,3805,1903,2363,1875
RAB3GAP2,8326,8278,5211,4244
EEF2KMT,594,246,504,381
PPL,2200,1898,2346,406
UBN1,3712,1369,2017,1458
KLF12,8041,6108,7875,2752
UCHL3,620,289,289,182
PCDH17,10752,10732,10541,8037
HS1BP3,2229,837,1891,1405
LDAH,1062,504,838,318
WDR35,2743,2789,3616,1429
CCND2,50246,31541,41817,18648
FGF23,9,14,14,28
ELL2,7956,8824,5460,5476
DNAH7,2447,2440,2640,703
CYP20A1,947,661,1242,951
NDUFB3,1229,1582,1317,1215
GTF3C3,2228,1843,1941,1181
SATB2,11476,6421,2320,4161
UBE2B,2085,2162,1152,545
TRPM6,994,682,889,1292
GDA,9461,2989,1019,4895
KLF9,9154,6922,8233,3694
TJP2,2625,2201,9987,4761
ECRG4,130,72,397,52
ITGB1BP1,3625,2885,1737,1509
CPSF3,1890,1015,1453,882
PIGZ,1672,580,619,383
SENP5,8654,6778,4386,4294
CCDC92,4043,1112,1113,1908
C1orf198,8272,6388,17030,13834
TRIM67,1547,657,442,1294
HEATR1,4151,2746,3815,2568
PTBP3,4713,3101,2415,2250
RAD23B,11521,6510,5197,3899
FKBP15,9681,3424,8556,6192
CTNNAL1,1317,727,675,441
ABITRAM,1119,658,854,323
DYNC2I2,979,397,1056,343
SET,17725,14190,15867,15660
PTPA,17527,10243,6031,6469
GLE1,2253,1471,1737,1286
RAB14,11089,9321,8599,7272
CNTRL,2171,1241,2096,1519
TRIM32,3645,1735,1503,608
FBXW2,9068,7349,6379,5296
PHF19,1670,731,2579,1660
NEK6,7503,1589,7370,2175
BSPRY,274,72,338,103
PPP6C,4614,4915,3074,3081
NDUFA8,3512,1856,1636,1241
HDHD3,620,317,592,367
RBM18,3061,2730,1663,1356
SLC46A2,86,21,20,37
HSDL2,3759,2921,5787,2845
MAPKAP1,5037,3769,4801,3199
NR4A3,3643,936,835,431
INVS,1928,1329,2127,1745
GALNT12,150,156,85,160
DENND1A,7244,2939,5028,3196
ALG2,1691,1062,1152,864
CSF3R,2891,439,1086,1377
KDSR,2275,1887,3403,2622
VPS4B,3058,2834,2805,2337
ONECUT2,1023,311,15,36
C19orf25,811,631,771,1003
ZBTB45,1651,490,817,775
YLPM1,16528,8903,11528,8316
DCAF4,845,329,405,374
PROX2,443,226,235,202
FCF1,1783,1262,1608,1222
PGF,519,52,207,294
IFI27L2,2083,646,1917,953
BBOF1,650,391,598,263
NEK9,5797,3319,7238,4533
ACYP1,221,385,363,588
IFT43,897,454,626,478
NPC2,3337,349,2114,888
DNAL1,4218,3921,2929,663
IRF2BPL,9420,3235,5254,3829
ACOT2,1571,849,1140,841
LTBP2,5815,399,1212,428
AREL1,6778,4156,3122,2659
MLH3,1164,772,1112,1153
TTLL5,3313,1513,2471,1849
FLVCR2,1393,186,634,271
ABCD4,3073,1140,3543,2431
DLST,5337,2096,3706,2200
PPP4R4,5902,5018,247,1285
TGFB3,2264,907,3170,2771
ZC2HC1C,495,178,323,141
SLIRP,1334,896,894,835
RBM25,8011,6422,5483,5656
ALDH6A1,8748,6072,15900,7557
GPR68,1931,858,203,326
ESRRB,170,32,92,45
EIF2B2,2386,1004,2017,1136
NRDE2,3622,1802,3718,2607
COQ6,1049,678,864,658
ZNF410,1989,1363,1835,1184
RHOQ,2730,3670,1915,1235
GPR75,2395,1107,4081,770
SUPT7L,4147,2399,2894,2205
KLHL29,4006,1432,686,1225
DNMT3A,9833,4950,6517,7208
TMEM214,3393,933,2230,1467
ATAD2B,3450,1978,3052,2483
FKBP1B,688,930,86,269
ATL2,2391,2305,1068,1204
YPEL5,8963,1341,3405,3401
FAM98A,2442,2896,1492,1638
YIPF4,5285,5898,4189,3869
AFTPH,4943,3051,2183,1240
LGALSL,2845,1789,638,890
CNRIP1,9910,6013,2615,2972
BCL11A,4759,4427,548,1054
CRIPT,1463,2152,1465,1433
EPCAM,329,409,219,59
SLC17A5,2073,1088,1248,1000
OGFRL1,18834,25158,38497,13100
SLF2,5581,4691,8234,8104
IDE,2636,1364,1866,1157
TECTB,6,11,15,12
ELOVL3,19,0,6,0
IFIT3,3622,1891,3142,2224
IFIT2,2075,1830,2791,2567
GPAM,4126,3557,9518,2004
CUTC,1109,725,1033,927
PPP1R3C,4776,4049,9389,11569
PYROXD2,421,185,993,631
CNNM1,5123,2880,373,823
MXI1,3740,1808,5378,3440
SMNDC1,1173,1103,1232,921
C10orf88,889,964,444,347
HELLS,604,210,240,312
PRLHR,421,22,15,120
TCTN3,2200,701,1797,538
DENND10,2001,1383,1430,1059
AVPI1,843,447,332,371
WDR11,5818,4304,3778,2912
ARMH3,3510,2036,2838,1860
KCNIP2,1573,859,825,744
CFAP58,81,45,79,59
GOT1,15643,8146,2926,3378
